table,name,key,title,description,comments,example,type,format,unique,required,minimum,maximum,namespace,dcterms:isVersionOf,dcterms:references,rdfs:comment,status,new,ignore
identification-agent-role,agentRole,,Agent Role,A category that best matches the nature of a role of a dcterms:Agent.,Recommended best practice is to use a controlled vocabulary for the roles appropriate to the class of resource a dcterms:AgentRole is related to.,,string,default,,,,,dwc,,,,recommended,true,true
identification-agent-role,agentRoleIRI,,Agent Role IRI,An IRI of the controlled vocabulary value for a role of a dcterms:Agent.,Recommended best practice is to use an IRI for a term in a controlled vocabulary.,,string,default,,,,,dwciri,,,,recommended,true,true
identification-agent-role,agentRoleSource,,Agent Role Source,A reference to a controlled vocabulary in which the definition of a value in dwc:agentRole is given.,,,string,default,,,,,dc,http://purl.org/dc/elements/1.1/source,,A related resource from which the described resource is derived.,recommended,false,true
identification-agent-role,agentRoleOrder,,Agent Role Order,"A numerical position of a dcterms:AgentRole in a set of dcterms:AgentRoles that have the same combination of dwc:agentRole, dwc:agentRoleIRI, dwc:agentRoleSource and related target.","One could use dwc:agentRoleOrder to create an ordered list of collectors (dwc:agentRole = 'collector') for a dwc:MaterialEntity, for example. The first would have dwc:agentRoleOrder=1, the second would have dwc:agentRoleOrder=2.",,integer,default,,,1,,dwc,,,,recommended,true,true
identification-agent-role,agentRoleDate,,Agent Role Date,An interval during which a dcterms:AgentRole was in effect.,Recommended best practice is to use a date that conforms to ISO 8601-1:2019.,,string,default,,,,,dwc,http://rs.tdwg.org/dwc/terms/relationshipEstablishedDate,http://rs.tdwg.org/dwc/terms/version/relationshipEstablishedDate-2025-06-12,The date-time on which the relationship between the two resources was established.,recommended,false,true
identification-reference,identificationID,fk,Identification ID,An identifier for a dwc:Protocol.,Recommended best practice is to use a globally unique identifier.,,string,default,false,true,,,dwc,http://rs.tdwg.org/dwc/terms/identificationID,http://rs.tdwg.org/dwc/terms/version/identificationID-2023-06-28,An identifier for the dwc:Identification (the body of information associated with the assignment of a scientific name). May be a global unique identifier or an identifier specific to the data set.,recommended,false,true
identification-reference,referenceID,fk,Reference ID,An identifier for a dcterms:BibliographicResource.,Recommended best practice is to use a globally unique identifier.,,string,default,false,true,,,dwc,,,,recommended,true,true
identification-reference,relationshipType,,Relationship Type,A relationship of a subject resource to a dcterms:BibliographicResource.,Recommended best practice is to use a controlled vocabulary.,`cited in`; `referenced`,string,default,,,,,dwc,http://rs.tdwg.org/dwc/terms/relationshipOfResource,http://rs.tdwg.org/dwc/terms/version/relationshipOfResource-2023-06-28,The relationship of the subject (identified by dwc:resourceID) to the object (identified by dwc:relatedResourceID).,recommended,false,true
identification-taxon,identificationID,fk,Identification ID,An identifier for a dwc:Identification.,Recommended best practice is to use a globally unique identifier.,`9992`,string,default,false,true,,,dwc,http://rs.tdwg.org/dwc/terms/identificationID,http://rs.tdwg.org/dwc/terms/version/identificationID-2023-06-28,An identifier for the dwc:Identification (the body of information associated with the assignment of a scientific name). May be a global unique identifier or an identifier specific to the data set.,recommended,false,true
identification-taxon,taxonSortOrder,,Taxon Sort Order,A numerical position of a dwc:Taxon in a taxonFormula.,,,integer,default,,,1,,dwc,,,,recommended,true,true
identification-taxon,taxonID,,Taxon ID,An identifier for a dwc:Taxon.,"In DwC-DP, the dwc:taxonID is always an external link to a taxon record. As such, if present, it should be a resolvable globally unique identifier. See the Identifiers section of https://github.com/CatalogueOfLife/coldp/blob/master/README.md.",`8fa58e08-08de-4ac1-b69c-1235340b7001`; `32567`; `https://www.gbif.org/species/212`,string,default,,,,,dwc,http://rs.tdwg.org/dwc/terms/taxonID,http://rs.tdwg.org/dwc/terms/version/taxonID-2023-06-28,An identifier for the set of dwc:Taxon information. May be a global unique identifier or an identifier specific to the data set.,recommended,false,true
identification-taxon,scientificNameID,,Scientific Name ID,An identifier for the nomenclatural (not taxonomic) details of a dwc:scientificName.,"In DwC-DP, the dwc:scientificNameID is always an external link to a taxon record. As such, if present, it should be a resolvable globally unique identifier. See the Identifiers section of https://github.com/CatalogueOfLife/coldp/blob/master/README.md.",`urn:lsid:ipni.org:names:37829-1:1.3`,string,default,,,,,dwc,http://rs.tdwg.org/dwc/terms/scientificNameID,http://rs.tdwg.org/dwc/terms/version/scientificNameID-2017-10-06,An identifier for the nomenclatural (not taxonomic) details of a scientific name.,recommended,false,true
identification-taxon,geoClassificationCode,,Geo Classification Code,An identifier for a minext:classificationCode.,Classification codes are specific to a classification system and conform to a xkos:notationPattern.,`71.02.02a.01`; `9.AD.25`,string,default,,,,,minext,http://rs.tdwg.org/mineralogy/terms/classificationCode,,Alphanumeric pattern that adheres to a defined encoding scheme that identifies a particular term in a classification scheme.,recommended,false,true
identification-taxon,geoName,,Geo Name,"A human-readable lexical label assigned to a mineral includes both informal (e.g., variety, synonym) and formal (classification) forms.",,`Garnet Group`; `Almandine`; `Plagioclase (Series)`; `Fluorite`,string,default,,,,,minext,http://rs.tdwg.org/mineralogy/terms/name,,"A human-readable lexical label assigned to a mineral includes both informal (e.g., variety, synonym) and formal (classification) forms.",recommended,false,true
identification-taxon,scientificName,,Scientific Name,"A scientific name string, not including authorship, date or identification qualifiers.",,`Coleoptera` (order); `Vespertilionidae` (family); `Manis` (genus); `Ctenomys sociabilis` (genus + specificEpithet); `Ambystoma tigrinum diaboli` (genus + specificEpithet + infraspecificEpithet); `Quercus agrifolia var. oxyadenia` (genus + specificEpithet + taxonRank + infraspecificEpithet); `×Agropogon littoralis`; `Mentha ×smithiana`; `Agrostis stolonifera L. × Polypogon monspeliensis`,string,default,,,,,dwc,http://rs.tdwg.org/dwc/terms/scientificName,http://rs.tdwg.org/dwc/terms/version/scientificName-2023-06-28,"The full scientific name, with authorship and date information if known. When forming part of a dwc:Identification, this should be the name in lowest level taxonomic rank that can be determined. This term should not contain identification qualifications, which should instead be supplied in the dwc:identificationQualifier term.",recommended,false,true
identification-taxon,scientificNameAuthorship,,Scientific Name Authorship,The authorship information for a dwc:scientificName formatted according to the conventions of the applicable dwc:nomenclaturalCode.,,"`(Torr.) J.T. Howell`; `(Martinovský) Tzvelev`; `(Györfi, 1952)`",string,default,,,,,dwc,http://rs.tdwg.org/dwc/terms/scientificNameAuthorship,http://rs.tdwg.org/dwc/terms/version/scientificNameAuthorship-2023-06-28,The authorship information for the dwc:scientificName formatted according to the conventions of the applicable dwc:nomenclaturalCode.,recommended,false,true
identification-taxon,vernacularName,,Vernacular Name,A common or vernacular name.,,`Andean Condor`; `death cap`; `rainbow trout`; `Smoky Quartz`; `Amethyst`; `Agate`; `Tiger's Eye`,string,default,,,,,dwc,http://rs.tdwg.org/dwc/terms/vernacularName,http://rs.tdwg.org/dwc/terms/version/vernacularName-2023-06-28,A common or vernacular name.,recommended,false,true
identification-taxon,taxonRank,,Taxon Rank,A taxonomic rank of the most specific name in a dwc:scientificName.,"Recommended best practice is to use a controlled vocabulary. The taxon ranks of algae, fungi and plants are defined in the International Code of Nomenclature for algae, fungi, and plants (Schenzhen Code Articles H3.2, H4.4 and H.3.1).",`subspecies`; `varietas`; `forma`; `species`; `genus`; `nothogenus`; `nothospecies`; `nothosubspecies`,string,default,,,,,dwc,http://rs.tdwg.org/dwc/terms/taxonRank,http://rs.tdwg.org/dwc/terms/version/taxonRank-2023-06-28,The taxonomic rank of the most specific name in the dwc:scientificName.,recommended,false,true
identification-taxon,externalClassificationSource,,External Classification Source,"A reference to a source outside the dataset where the identifying name, code, or taxon concept can be found.","The external source applies to whichever of dwc:taxonID, dwc:scientificNameID, minext:geoClassificationCode, minext:geoName, dwc:scientificName, or dwc:vernacularName is populated.","`http://www.catalogueoflife.org/data/taxon/`; `https://avibase.bsc-eoc.org/`; `Dana, J. D., Dana, E. S., & Gaines, R. V. (1997). Dana's new mineralogy: The system of mineralogy of James Dwight Dana and Edward Salisbury Dana.`; `Strunz H, Nickel EH (2001) Strunz Mineralogical Tables, 9th Edition. Berlin and Stuttgart 870 pp.`",string,default,,,,,dc,http://purl.org/dc/elements/1.1/source,,A related resource from which the described resource is derived.,recommended,false,true
identification-taxon,kingdom,,Kingdom,A dwc:scientificName of a kingdom in which a dwc:Taxon is classified.,,`Animalia`; `Archaea`; `Bacteria`; `Chromista`; `Fungi`; `Plantae`; `Protozoa`; `Viruses`,string,default,,,,,dwc,http://rs.tdwg.org/dwc/terms/kingdom,http://rs.tdwg.org/dwc/terms/version/kingdom-2023-06-28,The full scientific name of the kingdom in which the dwc:Taxon is classified.,recommended,false,true
identification-taxon,phylum,,Phylum,A dwc:scientificName of a phylum or division in which a dwc:Taxon is classified.,,`Chordata` (phylum); `Bryophyta` (division),string,default,,,,,dwc,http://rs.tdwg.org/dwc/terms/phylum,http://rs.tdwg.org/dwc/terms/version/phylum-2023-06-28,The full scientific name of the phylum or division in which the dwc:Taxon is classified.,recommended,false,true
identification-taxon,class,,Class,A dwc:scientificName of a class in which a dwc:Taxon is classified.,,`Mammalia`; `Hepaticopsida`,string,default,,,,,dwc,http://rs.tdwg.org/dwc/terms/class,http://rs.tdwg.org/dwc/terms/version/class-2023-06-28,The full scientific name of the class in which the dwc:Taxon is classified.,recommended,false,true
